Review,Point
"Bánh kem ở đây đa dạng về mẫu mã, mình thích đặt bánh kem ở đây là vì có thể đặt theo kiểu của mình nếu có ảnh,giá cả hợp lý. Còn về bánh ngọt có rất nhiều loại đa dạng. Nhân viên phục vụ rất nhiệt tình, không gian quán còn khá chật. Có thể mình quay sẽ quay lại
Ở đây lâu lâu còn tổ chức bốc thăm trúng thưởng, thi ăn sanwich ...",7.2
"Bánh mỳ đồng tiến thì ok về khoản sạch sẽ, từ khâu làm bánh, không nướng bằng bếp than như 1 vài quán ở ngoài, có túi giấy nữa nên mình yên tâm về độ sạch sẽ hơn. Ngoài ra thì cũng khá thích ở đây vì còn có tăm xỉa răng nữa, rất chu đáo nhé. Chất lượng bánh mì đầy chả với pate cho 1 ổ mì giá 10K cộng với cách phục vụ thì quá ok.",7.6
Đẹp quá mọi người ơi!,10
"Đến với 75 phan đăng lưu các bajn sẽ thấy những chiếc bánh kem thật đẹp và lạ,ở đây ngoài những mẫu có sẵn các bạn có thể đặt những mẫu khác.nếu các bạn bận có thể gọi ngay cho cửa hàng chúng tôi sẽ giao tận nhà(free ship) nhé :)))",8.8
"Ngon quá mn ơi hãy đến với 75 phan đăng lưu các bạn sẽ có những chiếc bánh trung thu rất ngon,giá cả lại rẻ,với đội ngũ nhân viên tư vấn nhiệt tình.",8.8
"Đây là tiệm ngon nhất trong tất cả các chi nhánh của Đồng Tiến. Cũng dễ hiểu thôi, đây là trụ sở chính cửa Đồng Tiến mà. Bánh mì luôn là mới nhất. Mình ăn nhiều chỗ nhưng chỉ thấy ở đây với một chi nhánh khác của Đồng Tiến ở đường Quang Trung là ngon nhất. Đặc biệt ổ bánh mì cũng làm to hơn các chi nhánh khác nhiều. Mà có lẽ vì đắt khách, nên lúc nào mua bánh cũng nóng giòn, rất ngon. Nhân viên ở đây cũng thiện hơn nữa. Nói gì cũng nhẹ nhàng. Mình rất thích!!!",8.8
"Nhiu lúc quá bận ko thể phải chạy đến cửa hàng,mình chi cần gọi điện đến cửa hàng Đồng Tiến chỗ đường Phan Đăng Lưu là có được cái bánh kèm theo ý thích. Bánh kem ở đây rất nhìu mẫu, lúc nào cũng mới và lại ngon nên mỗi lần có sn là mình lại nhớ tới , mình mới đặt một bánh kem ở đây vài ngày và mình rất hài lòng.",7.4
Mình thích ăn bánh mì Đồng Tiến cực. Nhất là nước sốt chua chua beo béo. Mình thường hay ăn nhân xíu mại và thịt chả. Có điều ớt ở đây cay cực kì ăn mà mún phù mỏ 😓😓😓,8.0
Bánh ở đây ngon cực được bạn mua về tặng xong quá thích luôn ấy hình như còn được tặng nến nữa . Mình cũnh thường ghé qua đây vì gần nhà còn có các loại bánh khác khá là ổn phong phú . Ở đây có quản lý nên nhân viên phục vụ khá ok,8.0
Mún mua bánh mì ở ngoài mà mẹ ko cho kêu vô đây mua cho sạch sẽ thái độ nhân viên ở đây làm mình rất khó chịu đi vô ko chào hỏi gì hết ko hỏi mình mún mua cái chi chị đó đang làm bánh mì cho ông khách khác mình nói cho mình 1 cái bánh mì chả ko rau vậy mà làm cho mình ý cái bánh mì thịt của ông khách đó thấy bỏ rau với thịt vô mình kêu là mình ăn bánh mì chả vậy mà chị đó vẫn làm bình thường ko nghe mình nói chi hết làm xong bỏ vô bao kêu 10000 vì đang vội nên mẹ kêu ăn đại mì chị cũng đc rồi trả tiền đi ra từ đó ko bao giờ mình ăn bánh mì đồng tiến 1 lần nào nữa,6.2
"Bánh mì thì mình k thích thích nhưng các loại bánh khác thì tuyệt vời, có hôm mua cái bánh kem có phũ lớp gì như sữa ngọt ngọt ăn xong mà mê tít thò lò mê mãi vị đấy :3 ai đi đâu chứ mình mà mua bánh kem là xuống đồng tiến thôi ~^o^~ với lại bớt quyến rũ đi chứ hôm nào đi học ngang qa mùi hương thơm của bánh ngập ra cả đường, thiệt chịu k nổi :3",7.4
"Thích nhất là Bông lan trứng muối, cả nhà ai cũng ghiền và hầu như mua thường xuyên luôn. Bánh vuông dambon cũng rất ngon, bánh mới sẽ mềm và béo, còn mua ở tiệm nhỏ nhỏ, bán ko chạy, bánh cũ thì bị khô mất ngon đi. Bánh cuộn da beo thì tuyêt zời, có thêm vị matcha thơm thơm ăn thik lắm :))",8.6
Bánh mì ở đây lúc nào cũng giòn nóng hổi. Thích ăn mì thịt chả vs thịt nướng thôi. Mì trứng thì k ngon vì toàn chiên trước nguội ngắt.,8.4
Đồng Tiến ngày càng cải tiến các công thức bánh mới cũng khá ngon và chất lượng. Thích bánh Phomai chanh dây ở đây. Sushi cuộn vị trà xanh cũng khá ngon!!!,7.4
"Hôm qua mình có đy qua thử món mới tại đồng tiến, quán có nhiều loại bánh mới ra lò như là bánh bông lan trứng muối, bánh bông lan matcha, bánh tiramisu,... Các loại bánh mới ra cũng khá ngon... Ngon nhất là bánh matcha, bánh mềm, thơm, rõ mùi matcha lun mà lại k ngọt, ăn k sợ béo 😄😄. Tiramisu thì kem hơi bị béo quá, ăn nhanh ớn nhưng được cái không ngọt nên ăn cũng đc. Bông lan trứng muối thì lại ngọt ngọt mặn mặn, mình thì không thích bánh này lắm, nhưng chắc là do sở thích mỗi người mỗi khác. Vì là thử món nên được ăn free, ngon thì ăn thêm 😃😃 mấy chị nhân viên tư vấn bánh nhiệt tình, cười tươi lắm... thích ơi là thích 😀😀",7.6
"Buổi trưa làm biếng đi ăn cơm nên nhờ chị trong văn phòng mua hộ ổ bánh mỳ. Bánh mỳ ở đây khá ngon, bánh rất thơm, giòn lại nhiều nhân nữa. Đặc biệt là giá rẻ nữa. Vừa ăn ngon mà giá cũng rẻ nữa.",7.4
"Ngày nào cũng bánh mỳ, sáng rồi lại chiều nhưng ko ngán, rất hợp với khẩu vị của tôi. Bánh ngọt thì đa dạng, rất dễ để tôi lựa chọn.",7.8
"Thích bánh mỳ ỏ đây, vùa ngon lại sạch sẽ",8.6
"Tất cả sản phẩm đều có giá cả hợp lý, món ăn hợp khẩu vị với người miền Trung.",8.2
"Mình là khách du lịch từ SG đến Đà Nẵng chơi, ghé đây thử vì thấy review quán rất tốt. Quán khá dễ tìm, không gian cũng không to lắm, lúc mình tới thì vắng khách nên phục vụ rất nhanh. Tụi mình đi 4 người gọi 2 phần thập cẩm và 2 mỳ Quảng lươn. Cảm nhận là hơi mặn chút nhưng rất ngon nha. Sợi mỳ Quảng to và dai, phần thập cẩm rất nhiều topping như gà, heo, lươn, ếch, cá lóc,...đủ hết. Rau sống cho 2 dĩa mà tụi mình có gọi thêm 1 dĩa thì tính thêm tiền nha. Trên bàn thì có khăn giấy, tăm, nước uống miễn phí. Tổng hết 210k, giá cả cũng không rẻ lắm nhưng vì ngon nên vẫn ok. Với lại 1 phần rất nhiều nha, ăn no cực luôn.",8.4
"Mọi người nên ăn mì khác, ko nên ăn mì cá lóc. Thịt cá lóc thì bỏ nhiều nhưng thịt từ cá nuôi to, nên ăn rất bột, cứ xạm xạm và lạt thịt.",6.4
Mì quảng gà mà không có trứng gà luộc là sao hè? :( Hơi thất vọng!,4.0
"Quán này cũng khá nổi vs dân bản địa. Khách khá đông buổi sáng nha. Quán lúc trc lụp xụp sau tân trang nhìn sạch sẽ hơn. Giá cũng cao hơn lúc trước tầm 5k - 10k á. Quán bán các loại đặc sản của ĐN : mì quảng, bánh tráng thịt heo, cháo lươn, cháo ếch.
Mình hay ăn mì quảng nhất, bánh tráng thịt heo cũng ăn nhueng k ngon lắm, cháo thì ăn cuzng ổn đó
Tô mì mình review là mình quảng cá lóc, giá 30k. Tô mì khá nhiều, cá lóc mềm, thơm, gia vị thấm tháp, mì nhiều ăn k hết, quán cho kèm 1 dĩa rau thêm nữa.
Đây là quán quen của mình.
Điểm trừ kaf chỗ để xe nhỏ, nhiều lúc tới khách đông k biết dựng ở mô á",8.4
"Tiệm mỳ quảng khá hot ở đây, mỳ gà ở đây siêu đậm đà nha, quán khách đông nhưng phục vụ rất nhanh, mình hay order qua now nhưng nay rãnh nên đến tận quán ăn cho thoả thích nè, sợi mỳ to , gà dai chớ không bị bở nha, mình ăn tô 30k cho phê nè, quán có không gian rộng rãi, thoáng mát và sạch sẽ, ở đây có nhiều loại khác nữa nên mọi người nên thử nhé, quán bán cả ngày nên rất tiện cho mọi người muốn ăn giờ nào cũng được. Sẽ ủng hộ quán nè",8.2
"Quán này lúc trước mình hay ăn cực, ăn từ hồi quân còn lụp xụp, tới bây giờ đã tân trang sạch sẽ, sáng sủa hơn rồi. Bên này khách đông cực í. Menu đã tăng giá tầm 5k - 10k/ 1 món do nguyên liệu tăng rồi.
Mình đi ăn gọi 2 phần mì gà, đáng lẽ gọi sườn non, cá lóc mà món nào cũng hết. Mình đi tầm 7h30 tối đó nha.
Phần gà giá 30k, mì quảng nhiều, thịt gà được tầm 4 - 5 miếng, thịt thấm, mình ăn thấy thịt hơi dai á
Phục vụ nhanh, chỗ để xe hơi chật
Bên này mình thích ăn nhất là mì sườn non, ngon lắm á
Menu ngoài mì quảng còn có cháo, cơm nữa",8.0
"Bạn nữ tóc ngắn phục vụ. Mình hỏi còn lòng cá ko. Nếu ko thì để mình kêu cơm. Trả lời cộc lốc lần 1: “Có” . 
Đến lúc đem mỳ ra, chỉ nói trống ko 1 câu : “Hết lòng“ xong bỏ vào trong ko nói gì thêm 1 câu.
*** ??? Ăn ở đây ko dưới chục lần vì quán đã mở lau năm từ hồi còn quán cũ, bây giờ sửa quán mới lại có tình trạng này. Bực mình ko tả được. Sẽ lâu lắm mới ghé lại quán này.",3.4
"Mình có ship cho quán 2 đơn hàng
1 lần quán k giao trứng vịt ( mặc dù mình có nói đi nói lại là có trứng vịt) làm mình phải bù lỗ tiền trứng lại cho khách
Lần thứ 2 là k có tô nhựa mặc dù mình cũng dặn là bỏ tô vào...tiền tô vẫn tính nhưng k có tô cho khách ăn làm mình bị mắng vốn và phải đền tiền tô...hi vọng mọi người né quán này ra",1.0
"Đặt mỳ gà v mỳ bò về ăn, mỳ quảng ăn được, tô 25k rất đầy đặn, rau trái đầy đủ.",7.6
"Hôm nay mưa buồn nên mình đăth 1 phần mì quảng bò với 1 phần bánh tráng thịt heo
Đầu tiên về bánh trang thịt heo: rau cho nhiều và rất rất tươi , mình thuộc tiếp người ăn vì rau nên nhìn là đã thấy ngon rồi. Mắm ngon. Thịt cắt đẹp, đều. Nói chung khá ổn .
Mì quảng thì cũng ok. Nước dùng nêm nêm vừa pải. Thịt đủ dùng. Chỉ có mì quảng nhưng hông cho mình tí chanh hay trái ớt nào. Điểm trừ nhẹ chỉ vậy thôi
Mọi người nên thử",7.2
Đặt mỳ quảng sườn thì nhận mỳ cá lóc,5.0
Món ruột là mỳ gà. Gà ngon thấm. Nước dùng thấm đậm vị. Guu của tui. Nhưng mà gà hơi dai tí. Ăn kèm chả thì bá cháy. 1 phần 25k thêm chả là 32k hơi chát nhỉ. Nhưng mà vẫn ủng hộ quán :)),6.6
"Giá bình thường, chất lượng ko ngon
Tính tiền nhầm, mình phản hồi thì chủ quán tính lại đúng nhưng khó chiu
Sẽ ko ghé lại lần nữa",2.8
"Hôm nay mùng 8/3 mình ghé quá ăn nhưng do đông khách nên mình mua về, mở ra thì thấy mì bò chỉ có 3-4 lát nước thì mặn. Mình ăn cũng nhiều lần cũng thấy được mà lần này thất vọng quá. Chả lẻ do quán đông quá sao.",6.4
"Quán ăn được, lúc đầu ăn thì các cô nhân viên rất vui vẻ nhiệt tình, lần thứ hai cũng vậy nhưng đến lúc trả tiền thì ông chủ ra tính thêm tiền trà đá là 5k với giọng điệu rất khó ưa, 5k ko đáng nhưng với khách du lịch đến thì chỉ muốn bye bye.",5.0
"Vì sáng hôm đó cần ăn sáng gấp để kịp giờ công việc nên nhà mình ghé vào đây ăn luôn chứ mình từ lâu đã hết nhiệt huyết vs quán hương quê ni rùi
Mình có cảm giác là ăn mì quảng buổi tối có vẻ ngơn hơn buổi sáng hay sao á :)) kiểu buổi sáng chưa thấm tháp cho lắm, trứng cũng hơi nhạt nhạt
Buổi sáng cũng ít người người ăn nên thoáng và nhanh gọn lẹ",7.0
"Mỗi lần thèm mỳ là lại ghé đây ăn. Mì rất ngon, rất thích mỳ ếch ở đây ạ ^^",10
"Dạo này lâu lâu mới ăn chứ hồi trước chắc ăn như cơm bữa
Lý do là tăng giá nhưng chất lượng giảm đi nhiều. Hồi trước ăn 1 tô no bá cháy rùi giờ 1 tô còn chút ít à, nước nhân cũng ko đc như trước, còn được mỗi quả trứng vịt vẫn thần sầu thui",6.8
"Quán đông nhưng vẫn phục vụ khá tốt, giá cả hợp lý, ếch nhiều, nước dùng cũng đậm đà. Mình rất thích chỗ này. Sẽ quay lại ủng hộ",6.4
"Mấy hình này hồi còn là fan nên đi ăn suốt thôi, giờ thì lâu lắm rồi không ghé ý, vì chất lượng đi xuống nhiều lắm
Mì bò và mì ếch ở đây mình rất thích ăn, mỗi loại là mỗi nồi nước nhân khác nhau nên khi nào ớn thì đổi qua đổi lại cho đỡ ngán. Mỗi lần dẫn mẹ mình đi ăn đây thì mẹ mình hay gọi thêm bánh tráng thịt heo ăn nữa
Mẹt ếch ngó vậy mà to đùng, hũ ếch toàn mấy con mập mạp, nước nhân cũng đậm đà, nếu hương quê không đi xuống chất lượng thì đã ăn thường xuyen lại rồi",7.0
"Kỳ nghỉ vừa rồi mình có ghé qua quán Hương Quê sau khi xem clip chia sẻ món ngon Đà Nẵng của Khoai lang thang. Mình gọi 2 xuất là mì quảng ếch và mì quảng lươn. Phải nói là 2 món đều rất ngon, rất hợp khẩu vị mà giá thì rất tốt (64k cho 2 xuất như hình). Lần sau có dịp đi Đà Nẵng, nhất định mình sẽ vào Hương Quê.",7.4
"Mỗi lần đi chỉ thích ăn mì bò của hương quê. Nước mì làm đậm đà, bò gân hầm mềm nhũn, thấm cực kì luôn. Mì lươn ăn kiểu béo béo. Còn mì ếch thì được cái mẹt cực to, ăn 1 ng là phế lòi luôn vì no. Thố bự, ếch lớn, thịt chắc và ngọt. Con gái mình nghĩ 2 ng ăn 1 mẹt ếch là k vừa",8.0
"Quán mì quảng yêu thích của mình. Tuần nào mình cũng ăn ít nhất 1 lần.
Quán không rộng lắm nhưng bàn ghế cao ráo, sạch sẽ. Nếu đông quá có thể lên ngồi trên tầng 2.
Thấy nhiều người ăn mì ếch và mì gà nhưng mình lại thích nhất mì quảng sườn non ở đây. Miếng sườn non to, nhiều thịt, có sụn nữa ăn rất ngon. Ngoài mì quảng quán có bán cả bánh tráng thịt heo và cháo nữa. 
Đặc biệt có nước chè xanh om khá ngon. Mỗi lần ăn xong là mình phải uống vài ly :D",7.8
"Hồi xưa thích ăn, nên trưa ở lại cty hay order chứ bây giờ bỏ không ăn luôn rồi
Hồi trước tô mì bò 22k, thêm trứng 5k ăn no oạch mà giờ thì... (review sau)
Mình hay ăn mì bò ở đây nhứt vì nước nhân ngon, bò siêu mềm luôn, thêm xí ớt nữa là tuyệt vời. Mì ship về vẫn giữ được độ nonggs nè",7.6
